questionID,topicID,assignedDifficulty,modifiedDifficulty,categoryID,assignedCompletionTime,modifiedCompletionTime,question,code
"X'D0D167C668744A6EA89940A26ACCD22F'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,"In a recursive function, what is typically done in the recursive step?",
"X'D0DEAF28025441C081F878356FB02568'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",90,90.00,What is the main disadvantage of using recursion?,
"X'D116A2DCB06946CBA972D41613B14D0F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",50,50.00,Discuss the advantages and disadvantages of using a LinkedList over an ArrayList in Java.,
"X'D1BCDC2E876A4118B74751B995A590BB'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",45,45.00,Critically evaluate the usage of InputStreamReader and OutputStreamWriter classes in Java for handling character streams.,
"X'D310B671AD5E4DAE850DDF96FDAFA82C'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",50,50.00,Which Java collection provides an implementation of the Deque interface with additional functionality?,
"X'D32A96AA24B846DA9F06F8BB53094318'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which of the following Java collections maintains the insertion order?,
"X'D34FE99591F74490A1E233A931B6897C'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",50,50.00,Evaluate the advantages and disadvantages of using FileReader and FileInputStream classes in Java for reading files.,
"X'D3B7562EB63D4488ABF20203172C8ACC'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",45,45.00,Evaluate the usage of FileWriter and FileOutputStream classes in Java for writing files.,
"X'D3D6CBDD969048C99520EC5C3F72B273'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which keyword is used to catch multiple exceptions in a single catch block in Java?,
"X'D400C32F81A644ABB8D7EFC903305B9C'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the following Java code and determine the output:,"
public class ErrorHandling {
    public static void main(String[] args) {
        try {
            int result = divide(10, 2); // Valid division
            System.out.println(""Result: "" + result);
        } catch (ArithmeticException e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        return dividend / divisor;
    }
}
"
"X'D40DEB2174AC401DB8B8AA6597ACF57D'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java method named 'validateInput' that takes a string as input and throws a 'InvalidInputException' if the input contains any non-alphanumeric characters.",
"X'D4490E86E4944637A2A8D5098048AFD9'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,"What does the 'printStackTrace()' method of the Exception class in Java do?",
"X'D4A109D821764FDC92738D6074E4244E'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,Which of the following is not a type of exception in Java?,
"X'D4B0278BA4EE4F5DBB5B36E3B84F76AB'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",40,40.00,Evaluate the usage of BufferedReader and BufferedWriter classes in Java for reading and writing text files efficiently.,
"X'D4ED87D0608D4DDAA78D09B31A7A0140'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,Write a Java program that demonstrates the use of nested try-catch blocks for error handling.,"public class NestedTryCatchExample {
    public static void main(String[] args) {
        try {
            try {
                int[] arr = new int[3];
                arr[5] = 10; // ArrayIndexOutOfBoundsException
            } catch (ArrayIndexOutOfBoundsException e) {
                System.out.println(""Inner catch block: "" + e.getMessage());
            }
        } catch (Exception e) {
            System.out.println(""Outer catch block: "" + e.getMessage());
        }
    }
}"
"X'D50FDA104AF34BCDBFDF146716832CA5'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the following Java code and determine the output:,"
public class ErrorHandling {
    public static void main(String[] args) {
        try {
            int result = divide(10, 2); // Valid division
            System.out.println(""Result: "" + result);
        } catch (ArithmeticException e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        return dividend / divisor;
    }
}
"
"X'D5470A9DCAD148C4872A7F0089546A5E'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the following Java code snippet. What is the time complexity of the recursive function?,"public int factorial(int n) {
    if (n <= 1)
        return 1;
    else
        return n * factorial(n - 1);
}"
"X'D698B3E761944C4D903D398536A48D94'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,What is the base case in recursion?,
"X'D6995560445840A492C594EA96045A2D'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",30,30.00,Which Java collection class allows duplicate elements and maintains the insertion order?,
"X'D7B26782A38E4DEB81DE630B0CE038D5'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Create a Java program that handles ArrayIndexOutOfBoundsException by gracefully terminating the program with an appropriate error message.,
"X'D85F61888EEB4894B5EB10960FC84407'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,"What is the time complexity of the following recursive function in terms of Big O notation?

```java
public int recursiveFunc(int n) {
    if (n <= 1)
        return n;
    else
        return recursiveFunc(n - 1) + recursiveFunc(n - 2);
}
```","public int recursiveFunc(int n) {
    if (n <= 1)
        return n;
    else
        return recursiveFunc(n - 1) + recursiveFunc(n - 2);
}"
"X'D885C3B8B9EC4E58B29078289EC282C6'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",25,25.00,Which method in Java is used to read a line of text from a file?,
"X'D8BFC1E0F4B64568B2A698D898E34B78'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",35,35.00,What is the primary purpose of a base case in a recursive function?,
"X'D92B20A47C9449549F6527C0F44D891C'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",35,35.00,Which Java collection class provides a resizable array implementation?,
"X'D9C78A8EF08B44EF97D7787BE87A9284'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What is the purpose of the 'finally' block in exception handling?",
"X'DA28151514634320ADCCBC621F9E9A48'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java program that defines a custom exception 'FileReadException' and throws it when a file read operation fails.",
"X'DAB0E556FFE34063B3052B87910FC7A7'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Implement a recursive function in Java to find the greatest common divisor (GCD) of two integers.,"public int gcd(int a, int b) {
    if (b == 0)
        return a;
    else
        return gcd(b, a % b);
}"
"X'DADEE116372D4419BD24E757810FCC7A'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which method in the Java Stack class is used to retrieve and remove the element at the top of the stack?,
"X'DBBEFA19C0F44F8189B763481670E3D0'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",60,60.00,"Which Java collection class provides a constant-time performance for the basic operations like add, remove, and contains?",
"X'DCE7B411A20446C1B5B282650C85F558'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'417786202CD94EB89655C67365551278'",80,80.00,Write a Java method that recursively calculates the sum of all elements in an integer array.,"public class ArraySum {
    public int calculateSum(int[] arr, int index) {
        if (index < 0)
            return 0;
        else
            return arr[index] + calculateSum(arr, index - 1);
    }
}"
"X'DD23396202154AE2B04EBBAC1634DE64'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,Which of the following statements is true about a LinkedList in Java?,
"X'DD3078B7D49D496B92877C7C58138FD0'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the following Java code snippet. What is the space complexity of the recursive function?,"public int factorial(int n) {
    if (n <= 1)
        return 1;
    else
        return n * factorial(n - 1);
}"
"X'DD73D8250D9B4C5FB7F5A75382AD9DF7'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,"Which of the following is true about the 'remove()' method in Java ArrayList?",
"X'DD76471A196142DFBE1C700594FB7A90'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which data structure is appropriate for implementing a line of customers waiting to purchase movie tickets?,
"X'DE881F531A5B40DE939A17D92957141E'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the provided Java code snippet. What is the time complexity of the recursive function?,"public int fibonacci(int n) {
    if (n <= 1)
        return n;
    else
        return fibonacci(n - 1) + fibonacci(n - 2);
}"
"X'DEF20D502CDA4C5C881449F7E24DFE4E'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Create a Java program that handles multiple exceptions including FileNotFoundException and IOException by providing appropriate error messages.,
"X'DF30224D2DCF4E3495E72398C74A2E78'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",45,45.00,Analyze the purpose and usage of CharArrayReader and CharArrayWriter classes in Java for handling character array streams.,
"X'DF35F42954174FB897F4CC6535F11F27'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,What is recursion?,
"X'DF64EEF14C4D42BFBE10198764ADE907'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,Which method in Java LinkedList class is used to add an element to the end of the list?,
"X'DF8AF94B9B644476BC16170C0762FE6A'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,What is the purpose of the visited array in depth-first search (DFS) using recursion?,
"X'DFA7086E1E5543CCBFE0D25028302444'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",45,45.00,"Which method in Java's ArrayList class is used to retrieve the element at a specified index?",
"X'E04D634E5F2F473A9FDEFA6C032F6013'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,Write a Java program to read a file and display its content in reverse order.,"import java.io.FileReader;
import java.io.BufferedReader;
import java.io.IOException;
import java.util.Stack;

public class ReverseFileContent {
    public static void main(String[] args) {
        try (BufferedReader reader = new BufferedReader(new FileReader(""input.txt""))) {
            Stack<String> lines = new Stack<>();
            String line;
            while ((line = reader.readLine()) != null) {
                lines.push(line);
            }
            while (!lines.isEmpty()) {
                System.out.println(lines.pop());
            }
        } catch (IOException e) {
            System.out.println(""Error reading file: "" + e.getMessage());
        }
    }
}"
"X'E0A7EA0F511F4BDCA4D42C5ACB3C140D'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",40,40.00,Assess the usage of ByteArrayInputStream and ByteArrayOutputStream classes in Java for handling byte array streams.,
"X'E0B362ABE277423DBDFE132F4AE5DFEC'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,Which of the following is true about checked and unchecked exceptions in Java?,
"X'E1DE90E185944E36B4D17117699246F8'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,What is the primary advantage of using recursion?,
"X'E2D0A0BC3E1D46AB82D60160CF57B8D9'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,What is tail recursion?,
"X'E3658429221A4C36801AE28033A2FF44'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,"Consider the following Java code snippet. What will be the output of the code?

```java
Stack<String> stack = new Stack<>();
stack.push(""A"");
stack.push(""B"");
stack.push(""C"");
stack.push(""D"");
stack.remove(""B"");
System.out.println(stack);
```
","Stack<String> stack = new Stack<>();
stack.push(""A"");
stack.push(""B"");
stack.push(""C"");
stack.push(""D"");
stack.remove(""B"");
System.out.println(stack);"
"X'E37634A6076F46EE977757311ACE804D'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'417786202CD94EB89655C67365551278'",90,90.00,"What is the output of the following recursive function in Java?
int power(int base, int exponent) {
  if (exponent == 0) {
    return 1;
  }
  return base * power(base, exponent - 1);
}
power(2, 3);",
"X'E382993DFCF841E7A1ACCDF209C9A665'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,"Consider the following Java code snippet. What will be the output of the code?

```java
Queue<Integer> queue = new LinkedList<>();
queue.add(5);
queue.add(10);
queue.remove();
queue.add(15);
System.out.println(queue);
```
","Queue<Integer> queue = new LinkedList<>();
queue.add(5);
queue.add(10);
queue.remove();
queue.add(15);
System.out.println(queue);"
"X'E3E8AA7A4A674315BF28AD9FEA88DE86'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,What is recursion?,
"X'E3EBFAD6C7874EF19FC37DCC29F95A28'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",45,45.00,Discuss the differences between FileOutputStream and FileWriter classes in Java.,
"X'E508CBDE658D4D72928D6AE29528EE9F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,What is the main characteristic of a queue in Java?,
"X'E526C897DF5D4D1BBC2F8BA741301E45'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",50,50.00,Explain the purpose and usage of the RandomAccessFile class in Java.,
"X'E52C0CDAC71A49C192C451132E90FF5A'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What is the purpose of the 'recursive case' in recursive algorithms?",
"X'E5E998D7F9124D7486D7A170A9732608'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,What is the primary drawback of tail recursion?,
"X'E5EE65306D664AC18BCB28B46A1FC917'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",50,50.00,Which Java collection class allows unique elements only and does not maintain the insertion order?,
"X'E60C17FD98BB48068F8862B437BEF6F1'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,Analyze the given Java code snippet. What is the purpose of the recursive function?,"public int gcd(int a, int b) {
    if (b == 0)
        return a;
    else
        return gcd(b, a % b);
}"
"X'E6B91F9593354D6E9DBF7A77AB565BCB'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which of the following statements about recursion is true?,
"X'E6C48E9C262C4FF18E27C20DE4E95290'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",120,120.00,Write a recursive function in Java to generate all permutations of a given array of integers.,"public void generatePermutations(int[] arr, int index) {
    if (index == arr.length - 1) {
        System.out.println(Arrays.toString(arr));
        return;
    }
    for (int i = index; i < arr.length; i++) {
        swap(arr, index, i);
        generatePermutations(arr, index + 1);
        swap(arr, index, i);
    }
}

private void swap(int[] arr, int i, int j) {
    int temp = arr[i];
    arr[i] = arr[j];
    arr[j] = temp;
}"
"X'E6D0A9AA9FC4453AA1F8F32586DB1911'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What does the 'printStackTrace()' method in Java exceptions do?",
"X'E74698FE62614ABBB3427C4190F09C38'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,"Which of the following is true about the 'isEmpty()' method in Java collections?",
"X'E8AA49E9746B4E768C94B44901972222'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the given Java code snippet. How many recursive calls are made by the function for an input of size n?,"public int gcd(int a, int b) {
    if (b == 0)
        return a;
    else
        return gcd(b, a % b);
}"
"X'E97F86C5ECEB48F9A2C7EB9344663B2E'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Write a recursive function in Java to check if a given string is a palindrome.,"public boolean isPalindrome(String s) {
    if (s.length() <= 1)
        return true;
    else
        return s.charAt(0) == s.charAt(s.length() - 1) && isPalindrome(s.substring(1, s.length() - 1));
}"
"X'E9CAF5363CDC48498DDF652C90E2C7D0'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",35,35.00,Which Java collection class allows duplicate elements and maintains the insertion order?,
"X'E9CE7A5069F84EF4A0C9BFE38F454943'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,Which of the following statements about Java exception handling is true?,
"X'E9D53199FD1E41B392489C597254086E'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the following Java code snippet. How many recursive calls are made by the function for an input of size n?,"public int gcd(int a, int b) {
    if (b == 0)
        return a;
    else
        return gcd(b, a % b);
}"
"X'EA96D3AA1D68460490E492EA078A0FD3'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",45,45.00,"Which method in Java's ArrayList class is used to remove all elements from the list?",
"X'EAA083EB63664A9F840B02C26CEDD5F4'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",40,40.00,Which data structure is typically used to manage recursive function calls?,
"X'EB079BF6C92D4556968D01D6856D703B'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",25,25.00,Which method in Java is used to write a line of text to the console?,
"X'EB3AA9BFE78742D2966ABC5858047C39'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,"What is the purpose of the 'try-catch' block in Java?",
"X'EB613F09CC3244CC853AB001BFC8A04D'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",25,25.00,Which class in Java is used for writing formatted text to a character-output stream?,
"X'EB7910BFBE20458A8C6188DA301D72AF'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,Analyze the given Java code snippet. What is the purpose of the recursive function?,"public void reverseArray(int[] arr, int start, int end) {
    if (start >= end)
        return;
    int temp = arr[start];
    arr[start] = arr[end];
    arr[end] = temp;
    reverseArray(arr, start + 1, end - 1);
}"
"X'EBA8F46D563640EEAFF50B6F16427171'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",35,35.00,"What happens if an exception occurs within the 'finally' block in Java?",
"X'EBC0BEF88846463FA3CB30D14CD4F9FA'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,9.90,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",60,60.00,"Which Java collection class provides a data structure that represents a collection of elements, each associated with a key?",
"X'EBEBB4961AD748C29C3FA5EEB62EDD11'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Write a recursive function in Java to find the factorial of a given number.,"public int factorial(int n) {
    if (n == 0)
        return 1;
    else
        return n * factorial(n - 1);
}"
"X'ECB0C1E209D44DFC8EC38E247B2B8717'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",30,30.00,Which of the following methods is used to add an element to the end of a queue in Java?,
"X'ED32F6E43CDB47688DBF50002056DE47'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which Java data structure is most suitable for implementing a waiting list for a restaurant?,
"X'ED890BD2D02A47A8878E7898172AA070'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,"What is the purpose of the 'finally' block in Java exception handling?",
"X'EDBDE11B4ED84CBE8C01F8376F946BF2'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",45,45.00,What is the purpose of a base case in a recursive function?,
"X'EDF135A611A1491C94BCB7B33107EBD8'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,Which of the following is a characteristic of recursive algorithms?,
"X'EE6B262055964B39832A980BE6D2E0E8'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",90,90.00,What is the primary drawback of using recursion?,
"X'EE7B0682F7004473A9B0D7A597363158'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,"Evaluate the given Java code snippet. What will be the output of the function call for input ""racecar""?","public boolean isPalindrome(String s) {
    if (s.length() <= 1)
        return true;
    else
        return s.charAt(0) == s.charAt(s.length() - 1) && isPalindrome(s.substring(1, s.length() - 1));
}

System.out.println(isPalindrome(""racecar""));"
"X'EE819F38980A4875A86C427A1647A99A'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",60,60.00,"Which method in Java's Stack class is used to remove all elements from the stack?",
"X'EE897E29A3C84AA19334CBE3DE62F41E'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which class in Java is used for reading binary data from streams?,
"X'EF8FECD8FCAC42C99B664F8504DB4B3C'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",120,120.00,Write a recursive function in Java to generate all possible subsets of a given set.,"public void generateSubsets(int[] nums, int index, List<Integer> subset, List<List<Integer>> result) {
    result.add(new ArrayList<>(subset));
    for (int i = index; i < nums.length; i++) {
        subset.add(nums[i]);
        generateSubsets(nums, i + 1, subset, result);
        subset.remove(subset.size() - 1);
    }
}"
"X'F1A7F60CB2F84861914D08471F5373E6'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the given Java code snippet. What is the space complexity of the recursive function?,"public int factorial(int n) {
    if (n <= 1)
        return 1;
    else
        return n * factorial(n - 1);
}"
"X'F1C278AD1FE24F138AAE7B67991BA5F9'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'417786202CD94EB89655C67365551278'",90,90.00,Implement a recursive function in Java to reverse a string.,"public class StringReverse {
    public String reverseString(String str) {
        if (str.isEmpty())
            return str;
        else
            return reverseString(str.substring(1)) + str.charAt(0);
    }
}"
"X'F2FD67702FDE438F9501DFCD50B8908F'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,What is the potential consequence of a recursive function lacking a base case?,
"X'F3232770DF1146F8807AE9321695C78F'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Write a recursive function in Java to check if a given string is a palindrome.,"public boolean isPalindrome(String s) {
    if (s.length() <= 1)
        return true;
    else
        return s.charAt(0) == s.charAt(s.length() - 1) && isPalindrome(s.substring(1, s.length() - 1));
}"
"X'F354EEECFF2E43F3B2480D0DE2AC338C'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,What is the key characteristic of a stack in Java?,
"X'F3A72171A4DD4B74826E629B65DE3E96'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",50,50.00,Why is it essential to have a base case in a recursive function?,
"X'F480DA863E004E98AEABCD41B7451D63'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",30,30.00,Which of the following is NOT a phase in solving problems recursively?,
"X'F4E45685355741ADB39CD2DE64D2C05A'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",20,20.00,Which method in Java is used to print formatted data to the console?,
"X'F55AA1AD5F6444A685350ED3B9D75BE4'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",50,50.00,"Which Java collection class allows elements to be accessed in a LIFO (Last-In, First-Out) order?",
